State,Account.Length,Area.Code,Phone,Int.l.Plan,VMail.Plan,VMail.Message,Day.Mins,Day.Calls,Day.Charge,Night.Calls,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn
OR,65,415,397-5060,no,no,0,116.8,87,19.86,150,14.1,2,3.81,1,no
DE,147,510,400-2203,no,no,0,209.4,104,35.6,123,11.3,3,3.05,2,no
MD,107,415,350-2384,no,no,0,241.9,102,41.12,92,11.7,6,3.16,0,no
IN,115,408,348-7224,no,no,0,146.7,128,24.94,104,11.1,4,3,2,no
ID,85,408,350-8884,no,yes,27,196.4,139,33.39,75,13.8,4,3.73,1,no
NE,99,415,386-9981,no,no,0,200,66,34,82,11.4,2,3.08,3,no
TN,114,510,343-3846,no,no,0,172,145,29.24,100,10.1,9,2.73,1,no
IL,79,408,412-6019,yes,no,0,103.5,134,17.6,124,8.4,4,2.27,2,no
HI,64,415,414-6638,no,no,0,194.2,147,33.01,114,5.5,2,1.49,2,no
MN,92,510,344-7470,no,no,0,212.4,105,36.11,105,9,4,2.43,1,no
FL,116,415,394-6577,no,yes,17,193.4,112,32.88,98,11.4,3,3.08,5,no
MO,80,408,405-4420,yes,yes,15,159.3,110,27.08,82,11.9,5,3.21,1,no
MS,1,415,408-3977,no,no,0,144.8,107,24.62,79,13.8,3,3.73,1,no
MD,76,415,400-7002,yes,no,0,273.3,66,46.46,84,12,7,3.24,1,yes
OR,6,408,408-1331,no,no,0,226.5,93,38.51,98,9.4,4,2.54,3,no
DC,91,415,384-7873,no,yes,39,169.8,105,28.87,92,10.9,4,2.94,1,no
IL,151,415,347-5843,yes,no,0,198.7,70,33.78,126,12.4,4,3.35,0,no
AL,95,415,390-3565,no,no,0,194.6,114,33.08,92,3.8,2,1.03,3,no
NJ,35,408,337-1802,no,no,0,158.6,67,26.96,80,6.9,5,1.86,2,no
AZ,127,415,373-5928,no,yes,14,143.2,99,24.34,77,11.6,1,3.13,1,no
NC,38,408,359-4081,no,no,0,131.2,98,22.3,106,8.2,6,2.21,2,no
PA,119,408,377-5043,no,no,0,260.1,101,44.22,89,10,2,2.7,1,yes
MI,127,415,401-3170,no,no,0,202.1,103,34.36,113,11.5,3,3.11,2,no
MN,129,510,368-6892,no,yes,31,193,99,32.81,91,10.3,8,2.78,2,no
ID,68,510,403-9199,no,yes,30,122.9,93,20.89,144,9.6,2,2.59,2,no
SD,91,510,327-3850,no,no,0,149,115,25.33,94,8.3,3,2.24,0,no
NH,117,510,397-1766,yes,no,0,54.2,100,9.21,84,8.6,2,2.32,1,yes
NH,123,415,396-4869,no,yes,22,197.6,105,33.59,82,15.6,12,4.21,2,no
DC,119,408,418-7478,no,yes,26,132,100,22.44,108,11.6,5,3.13,1,no
NH,78,408,353-4296,no,no,0,162.3,116,27.59,100,10.1,3,2.73,2,no
AR,54,415,337-1586,no,no,0,247.5,85,42.08,132,10.2,2,2.75,2,yes
HI,35,415,349-7291,no,no,0,124.2,102,21.11,100,13.1,8,3.54,2,no
IN,168,415,384-2219,no,no,0,183.2,131,31.14,100,9.9,5,2.67,2,no
SC,36,408,359-5091,no,yes,43,29.9,123,5.08,105,8.6,6,2.32,2,no
WA,63,408,404-9539,no,no,0,149.3,104,25.38,72,9.1,4,2.46,0,no
OK,138,510,406-5532,no,yes,33,155.2,139,26.38,71,9.7,4,2.62,3,no
OK,82,510,393-4823,no,no,0,329.8,73,56.07,102,10.6,6,2.86,0,yes
WI,96,510,343-2605,no,yes,18,172.7,86,29.36,70,9.8,3,2.65,1,no
GA,155,510,376-1641,no,no,0,71.2,90,12.1,103,8.6,4,2.32,0,no
MN,162,510,413-7170,no,yes,46,224.9,97,38.23,61,12.1,2,3.27,0,no
LA,118,408,405-9496,no,no,0,187.4,97,31.86,97,12.2,6,3.29,1,no
TX,119,510,361-2349,no,no,0,81.9,75,13.92,125,8.9,1,2.4,2,yes
DE,98,415,327-5817,no,yes,29,179.9,97,30.58,76,12.8,7,3.46,3,no
NE,74,415,400-3150,no,yes,25,194.6,84,33.08,75,13.1,2,3.54,2,no
AL,82,408,406-8037,no,no,0,154,107,26.18,95,10.1,7,2.73,1,no
IN,166,510,350-6759,no,no,0,204.2,115,34.71,109,9.5,5,2.57,1,no
MT,169,415,361-9621,no,no,0,100.8,112,17.14,95,9.5,2,2.57,0,no
DC,121,408,368-2458,no,no,0,168.6,121,28.66,59,12.3,4,3.32,1,no
OH,134,408,355-6826,no,no,0,202.7,105,34.46,108,12.1,7,3.27,0,no
VA,104,415,386-9790,no,yes,23,280.2,136,47.63,102,13.3,3,3.59,4,no
VT,195,415,377-7843,no,yes,36,231.7,110,39.39,89,12.1,2,3.27,0,no
OK,86,415,395-3852,no,yes,33,253.1,112,43.03,98,11.9,4,3.21,3,no
PA,92,408,339-9631,no,yes,28,151.1,90,25.69,114,10,3,2.7,1,no
WY,114,415,403-7775,no,yes,32,125.2,79,21.28,89,12.9,3,3.48,1,no
ID,119,415,338-9952,yes,yes,32,173,101,29.41,91,12.2,4,3.29,0,no
FL,91,510,379-5592,no,no,0,203.1,106,34.53,129,12,3,3.24,3,no
FL,116,408,418-8850,no,no,0,146.4,123,24.89,102,7.8,5,2.11,1,no
VT,93,510,386-2923,no,no,0,190.7,114,32.42,121,8.1,3,2.19,3,no
ID,60,510,408-6676,no,no,0,221.1,106,37.59,90,7.4,3,2,1,no
WA,127,408,386-7281,no,no,0,146.7,91,24.94,110,13.7,3,3.7,1,no
WI,89,415,373-4264,no,no,0,326.3,112,55.47,97,7.5,1,2.03,1,yes
IL,117,415,372-1115,no,no,0,201.9,86,34.32,98,7.8,10,2.11,1,no
AK,173,510,349-9060,no,no,0,172.5,78,29.33,63,10.9,2,2.94,0,no
IN,60,408,420-5645,no,no,0,220.6,57,37.5,129,6.8,3,1.84,1,no
OR,129,408,382-1104,no,no,0,98,99,16.66,123,10.5,4,2.84,0,no
IN,96,415,383-4641,no,yes,23,183.1,88,31.13,108,11.3,7,3.05,1,no
DC,55,510,354-5058,yes,no,0,106.1,77,18.04,92,12.9,3,3.48,0,no
NH,141,415,402-3370,no,yes,32,322.4,92,54.81,111,6.7,3,1.81,1,yes
KY,73,408,369-7295,no,no,0,94.9,121,16.13,86,14.2,2,3.83,2,no
WI,90,415,420-8308,no,no,0,200.9,92,34.15,98,8.9,7,2.4,1,no
WV,120,510,341-8667,no,no,0,192.6,123,32.74,93,10.8,3,2.92,1,no
KS,86,408,339-2616,no,yes,23,225.5,107,38.34,81,9.8,2,2.65,0,no
WV,87,415,332-3693,no,no,0,124.3,91,21.13,109,7.5,5,2.03,3,no
MD,108,415,375-2184,yes,yes,42,130.1,90,22.12,80,13.6,5,3.67,3,yes
WA,84,415,367-5226,no,no,0,289.1,100,49.15,148,12.7,2,3.43,2,yes
KS,163,415,347-4112,no,no,0,191.3,89,32.52,121,12.8,4,3.46,1,no
SC,124,415,340-4028,no,no,0,160.9,109,27.35,97,12.9,12,3.48,1,no
MS,137,510,346-2347,no,no,0,147.2,119,25.02,105,10.2,4,2.75,1,no
AR,91,510,415-4875,no,yes,27,204.6,96,34.78,82,6.6,2,1.78,3,no
AL,91,408,348-9383,yes,no,0,151.8,115,25.81,86,12.2,4,3.29,1,no
DC,130,510,330-4364,no,no,0,132.4,81,22.51,103,6,1,1.62,2,no
WV,115,510,420-9971,yes,no,0,249.9,95,42.48,121,15.3,6,4.13,1,yes
ME,113,415,398-4313,no,no,0,215.5,129,36.64,91,6.6,9,1.78,4,no
CA,75,510,350-1422,no,yes,38,163.6,132,27.81,115,13.1,3,3.54,3,no
MO,164,408,400-3497,no,yes,25,219.1,88,37.25,60,14.3,6,3.86,1,no
WI,137,510,382-1227,no,no,0,155.5,81,26.44,77,9.1,2,2.46,1,no
VT,157,510,361-5936,no,no,0,168.6,71,28.66,88,5.9,2,1.59,3,no
WA,106,408,416-4464,no,no,0,193.6,66,32.91,107,12.9,3,3.48,0,no
WV,95,415,356-7511,no,no,0,134.4,104,22.85,80,9.4,3,2.54,1,no
MD,98,415,338-6283,no,no,0,206.5,92,35.11,115,12.4,5,3.35,5,no
KY,135,510,414-2663,no,no,0,144.1,115,24.5,82,13.6,3,3.67,1,no
IA,76,510,330-9833,no,no,0,198.3,130,33.71,96,12.5,3,3.38,0,no
VA,123,408,386-7976,no,no,0,154.3,107,26.23,134,10.9,8,2.94,0,no
TX,87,415,420-7301,no,no,0,169.1,105,28.75,106,9.9,10,2.67,3,no
DE,112,408,351-8894,no,no,0,101.1,119,17.19,112,10.3,5,2.78,2,no
VA,95,415,366-7331,no,no,0,197,88,33.49,104,16.1,8,4.35,0,no
ID,82,408,352-7413,no,no,0,101,93,17.17,93,13.3,2,3.59,0,no
TX,208,510,378-3625,no,no,0,326.5,67,55.51,102,10.7,6,2.89,2,yes
ND,166,510,345-8433,no,no,0,197.9,89,33.64,85,11.2,2,3.02,2,no
ME,66,510,404-3592,no,no,0,207.7,85,35.31,83,6.8,3,1.84,1,no
NE,96,415,410-6791,no,no,0,180.6,92,30.7,125,10.3,4,2.78,1,yes
WV,11,510,419-4310,no,yes,38,209.8,130,35.67,79,7,7,1.89,1,no
MT,147,415,408-8269,no,yes,35,197.3,134,33.54,90,10.1,4,2.73,2,yes
AR,33,408,371-9602,no,no,0,251.9,81,42.82,87,8.4,3,2.27,2,no
WI,127,415,343-9365,no,no,0,218.6,93,37.16,131,9.2,5,2.48,2,no
CO,107,415,404-4421,no,no,0,167.3,100,28.44,100,6.7,5,1.81,2,no
AR,98,415,328-7833,no,no,0,227.1,116,38.61,102,4.7,4,1.27,5,yes
WY,57,408,357-3817,no,yes,39,213,115,36.21,115,9.5,3,2.57,0,no
NY,99,415,386-4581,no,no,0,145.6,102,24.75,86,11.4,7,3.08,1,no
OK,44,408,358-7165,no,no,0,288.8,86,49.1,106,9.5,2,2.57,0,yes
UT,59,510,413-1269,no,no,0,155.2,79,26.38,80,8.7,4,2.35,1,no
MN,134,415,414-7446,no,no,0,244.1,99,41.5,133,7.2,2,1.94,0,no
ME,105,408,402-9982,no,yes,33,209.6,68,35.63,131,10.6,3,2.86,2,no
NJ,108,415,333-1012,no,yes,41,171.6,110,29.17,103,10.8,7,2.92,0,no
WV,173,510,421-1484,no,no,0,109.4,103,18.6,106,7.8,7,2.11,1,no
RI,63,415,371-1187,no,no,0,180.5,126,30.69,73,10.6,3,2.86,0,no
WA,40,415,352-8305,no,yes,41,148.1,74,25.18,102,6.2,5,1.67,2,no
AL,136,510,352-6732,no,no,0,109.4,91,18.6,107,11.6,5,3.13,0,no
WV,144,415,354-4577,no,no,0,201.1,99,34.19,119,13.2,2,3.56,1,no
MS,121,415,344-2260,no,yes,21,126.3,84,21.47,129,10.6,2,2.86,1,no
VT,68,415,396-6390,no,no,0,158.8,119,27,101,10.3,3,2.78,1,no
NJ,64,510,391-4652,no,no,0,162.6,83,27.64,122,14.2,3,3.83,1,no
MO,74,415,421-2955,no,no,0,172.1,105,29.26,105,11.6,6,3.13,1,no
UT,100,408,384-1549,no,no,0,179.1,123,30.45,116,10.2,10,2.75,1,no
DE,115,408,352-5542,no,no,0,127.7,67,21.71,92,10.6,7,2.86,1,no
UT,61,510,402-9980,yes,no,0,78.2,103,13.29,100,10.1,6,2.73,2,no
IA,128,408,335-8146,no,no,0,158.8,75,27,77,7.6,7,2.05,1,no
NV,87,510,331-8484,no,yes,39,82.6,113,14.04,88,9.5,1,2.57,3,no
FL,68,415,360-7076,no,yes,24,176,118,29.92,71,14.7,7,3.97,1,no
ME,78,415,400-9510,no,no,0,252.9,93,42.99,105,9.5,7,2.57,3,no
DE,99,415,416-6628,no,no,0,254.4,120,43.25,94,6,5,1.62,1,no
NM,105,415,362-7870,no,no,0,193.7,108,32.93,72,10.8,5,2.92,1,no
AZ,108,415,415-6333,no,no,0,193.3,126,32.86,98,9.4,6,2.54,3,no
DE,138,510,380-7816,yes,no,0,46.5,104,7.91,95,9.6,4,2.59,4,yes
SD,125,510,393-9677,no,yes,34,268.4,112,45.63,102,10.3,3,2.78,0,no
VT,135,415,354-3783,no,no,0,151.7,82,25.79,100,10.5,6,2.84,0,no
IN,122,408,336-3819,no,no,0,296.4,99,50.39,107,11.4,3,3.08,4,yes
NY,123,415,329-6731,no,no,0,123.2,104,20.94,95,12.9,5,3.48,4,yes
WI,80,415,398-5006,no,no,0,239.9,121,40.78,106,9.3,5,2.51,1,no
WV,159,415,377-1164,no,no,0,169.8,114,28.87,82,11.6,4,3.13,1,no
IN,81,408,347-6717,no,yes,46,168.3,124,28.61,98,6.7,2,1.81,4,no
WI,133,510,380-3161,no,no,0,187,65,31.79,108,10,8,2.7,2,no
WI,120,415,414-2905,no,yes,29,244.3,140,41.53,83,10.6,6,2.86,0,no
IN,81,408,363-5947,no,no,0,175.5,67,29.84,98,10.2,3,2.75,1,no
RI,127,415,400-1280,no,yes,27,140.1,59,23.82,73,3.8,10,1.03,1,no
FL,75,510,394-8504,no,yes,26,118.5,86,20.15,99,13.4,3,3.62,2,no
MN,161,415,394-8086,no,yes,39,218.5,76,37.15,121,7.3,4,1.97,1,no
MA,108,415,347-7741,no,no,0,178.3,137,30.31,102,14.6,5,3.94,0,no
LA,82,415,353-5557,no,no,0,197.7,101,33.61,103,13.5,3,3.65,1,no
SC,107,415,368-5165,no,no,0,206.9,79,35.17,69,10.7,3,2.89,0,no
MN,85,415,363-1208,no,no,0,255.3,114,43.4,78,3.7,5,1,3,no
WI,111,415,350-9313,no,yes,36,166.2,54,28.25,92,11.2,2,3.02,3,no
VA,107,510,330-2662,no,yes,27,283.4,104,48.18,63,14.4,7,3.89,2,no
PA,122,415,361-5225,no,no,0,35.1,62,5.97,58,12.7,2,3.43,1,no
TN,146,408,416-8543,yes,no,0,160.1,63,27.22,98,9.2,3,2.48,2,no
OK,118,408,408-6496,no,yes,23,289.5,52,49.22,88,9.5,4,2.57,1,no
VT,120,415,338-9950,no,no,0,149.2,98,25.36,119,11.1,5,3,1,no
NH,55,408,373-7690,no,yes,20,189.3,95,32.18,102,12.5,4,3.38,2,no
NJ,78,415,390-6101,no,no,0,231,115,39.27,120,9.5,3,2.57,1,no
ND,127,415,399-1021,no,yes,23,182,80,30.94,82,9.8,4,2.65,1,no
OK,160,408,350-4820,no,no,0,166.4,117,28.29,121,10,2,2.7,1,no
IA,141,510,406-4710,no,yes,36,187.5,99,31.88,105,10.5,5,2.84,3,no
OK,63,415,388-7355,no,no,0,128.7,78,21.88,121,12.8,6,3.46,1,no
WV,109,415,405-2653,no,no,0,180,100,30.6,105,7.8,8,2.11,3,no
AK,101,510,411-4940,no,no,0,174.9,105,29.73,93,8.5,5,2.3,1,no
OK,149,510,359-9972,no,yes,43,206.7,79,35.14,80,10.9,3,2.94,1,no
HI,104,408,353-6482,no,no,0,170.6,97,29,131,6.1,1,1.65,1,no
MO,42,415,410-5250,no,no,0,184.5,98,31.37,91,8.8,3,2.38,2,no
MI,97,408,337-4749,no,yes,32,168.4,129,28.63,95,8.5,7,2.3,0,no
VT,100,408,340-9449,yes,no,0,219.4,112,37.3,95,12,4,3.24,4,no
RI,75,415,387-8201,no,no,0,190.5,91,32.39,113,13.1,5,3.54,1,no
MD,93,510,384-3299,yes,no,0,131.4,78,22.34,103,11.1,2,3,1,yes
MD,120,415,374-3534,no,yes,39,200.3,68,34.05,116,10.5,4,2.84,0,no
AL,73,415,355-9295,no,no,0,192.2,86,32.67,87,9.4,6,2.54,1,no
IN,101,415,332-9118,no,yes,42,209.2,82,35.56,100,9.5,3,2.57,0,no
WI,114,415,373-7308,no,yes,26,137.1,88,23.31,94,11.5,7,3.11,2,no
MS,162,415,335-4858,no,no,0,70.7,108,12.02,82,9.1,3,2.46,4,yes
TX,82,415,358-7914,no,no,0,130,110,22.1,105,8.3,4,2.24,0,no
AR,63,510,330-5168,no,yes,49,214.9,86,36.53,139,8.2,5,2.21,0,no
CO,89,415,388-8722,no,no,0,179.7,128,30.55,120,7.6,3,2.05,1,no
ME,69,510,368-3808,no,no,0,194.2,122,33.01,80,9.7,3,2.62,2,no
MN,179,415,418-9502,no,no,0,170.7,54,29.02,107,13.3,4,3.59,1,no
OR,87,510,395-1898,no,yes,22,240.8,102,40.94,115,7.1,3,1.92,2,no
MN,68,510,370-1525,no,no,0,226.7,94,38.54,117,10.2,1,2.75,0,no
AR,185,415,353-2557,no,yes,19,157.3,123,26.74,107,9.6,6,2.59,0,no
MI,70,510,400-7809,no,no,0,129.9,102,22.08,93,14.3,3,3.86,1,no
TX,92,408,409-5939,no,no,0,91.7,90,15.59,86,9.2,4,2.48,2,no
NM,62,415,339-5423,no,no,0,245.3,91,41.7,102,8.5,4,2.3,4,no
WY,97,415,405-7146,no,yes,24,133.2,135,22.64,79,11,3,2.97,1,no
NJ,153,510,407-2441,no,no,0,122.5,145,20.83,71,8,3,2.16,2,no
WY,157,415,348-9938,yes,no,0,180.4,123,30.67,88,8.4,5,2.27,0,no
IA,168,408,363-1107,no,no,0,128.8,96,21.9,128,11.2,2,3.02,1,no
VT,119,510,403-1769,no,no,0,190.4,74,32.37,111,10,1,2.7,2,no
WA,45,510,399-3083,no,no,0,78.6,106,13.36,111,7.4,5,2,1,yes
LA,172,415,392-8905,no,no,0,215.7,140,36.67,83,7.1,1,1.92,3,no
VA,105,415,344-3145,no,no,0,259.3,96,44.08,36,12,5,3.24,3,no
WY,101,510,395-1229,no,yes,9,160.1,116,27.22,65,10.8,9,2.92,0,no
OR,157,510,334-1311,no,yes,30,194.3,107,33.03,114,7.1,5,1.92,1,no
AK,111,415,364-7719,no,no,0,172.8,58,29.38,104,7.9,3,2.13,4,yes
OR,53,408,400-8375,no,no,0,261.2,119,44.4,112,9.8,2,2.65,0,yes
MD,90,415,344-6404,no,no,0,145.6,103,24.75,83,10.5,4,2.84,0,no
ME,99,415,347-8205,no,no,0,222.4,102,37.81,81,12,8,3.24,2,no
OH,84,408,336-9390,no,no,0,159.5,125,27.12,82,7.2,4,1.94,2,no
DC,100,510,403-2455,yes,no,0,68.5,110,11.65,99,12.1,9,3.27,0,no
NY,82,415,356-5475,no,no,0,167.1,77,28.41,98,9.4,1,2.54,6,yes
AK,127,408,383-9255,no,no,0,182.3,124,30.99,116,9.3,3,2.51,1,no
HI,149,510,393-8736,no,no,0,166.6,61,28.32,131,8.2,6,2.21,7,no
IL,110,408,366-5780,no,no,0,74.5,117,12.67,101,9.8,7,2.65,3,no
WA,63,408,342-5243,no,no,0,211.7,107,35.99,108,7.4,7,2,0,no
TX,73,415,373-2782,no,no,0,224.4,90,38.15,74,13,2,3.51,1,no
CA,138,510,388-6026,yes,no,0,196.2,129,33.35,108,15.2,1,4.1,0,yes
NC,54,415,407-7258,yes,no,0,190.5,108,32.39,111,9.7,2,2.62,2,yes
ME,59,510,398-4567,no,no,0,166.3,95,28.27,108,10,3,2.7,2,no
MT,60,415,387-4504,no,no,0,145,133,24.65,112,14.6,2,3.94,1,no
WY,76,415,408-6326,no,no,0,263.4,148,44.78,101,11.4,5,3.08,1,yes
MO,55,510,362-1146,no,no,0,189,100,32.13,87,17.1,6,4.62,0,no
WV,70,415,402-2072,no,no,0,214.8,87,36.52,104,9.4,3,2.54,3,no
FL,100,510,420-7823,no,no,0,107,63,18.19,74,12.8,3,3.46,4,yes
WV,83,415,341-3044,no,yes,37,78.5,109,13.35,102,11.8,4,3.19,1,no
IA,63,510,402-1725,no,no,0,153.5,81,26.1,85,6.5,5,1.76,2,no
CT,100,415,360-9676,no,yes,38,177.1,88,30.11,72,7.4,2,2,0,no
OR,81,415,406-4100,no,no,0,324.7,48,55.2,78,13.1,5,3.54,0,yes
MN,152,415,378-9542,no,no,0,317.8,60,54.03,63,10.4,7,2.81,1,yes
NJ,95,415,379-6652,no,yes,22,40.9,126,6.95,91,11.9,7,3.21,0,no
ME,35,408,345-3934,no,no,0,149.3,113,25.38,104,8.9,6,2.4,2,no
SD,85,408,358-5826,no,no,0,209.8,82,35.67,85,11.3,3,3.05,0,no
WA,78,408,372-7326,no,no,0,140.7,77,23.92,107,11.7,5,3.16,0,no
ME,100,510,351-2815,no,no,0,264.5,117,44.97,111,7.5,4,2.03,2,yes
OH,83,415,370-9116,no,no,0,337.4,120,57.36,114,15.8,7,4.27,0,yes
MI,76,510,411-1261,no,no,0,90.5,142,15.39,76,9.3,2,2.51,1,no
WA,97,408,373-8908,no,no,0,276.1,82,46.94,73,8.9,4,2.4,0,yes
IN,108,415,358-2046,no,no,0,201.1,101,34.19,113,11.6,3,3.13,3,no
KY,80,408,375-3586,no,no,0,209.9,74,35.68,119,8.8,4,2.38,2,no
MA,101,415,400-4244,no,yes,21,238,88,40.46,95,10,5,2.7,2,no
IA,45,510,332-2965,no,no,0,159.8,91,27.17,93,10.6,3,2.86,2,no
OH,160,415,337-9326,no,no,0,206.3,66,35.07,102,11.7,6,3.16,0,no
TX,80,510,384-3904,no,yes,22,196.4,115,33.39,75,9.3,1,2.51,0,no
MT,100,415,385-7148,no,no,0,96.5,86,16.41,106,12.5,3,3.38,1,yes
NY,68,415,349-4762,no,yes,29,239.5,82,40.72,70,9.9,6,2.67,0,no
NC,155,408,417-3676,no,no,0,262.4,55,44.61,85,8.3,6,2.24,2,no
NJ,153,415,419-6133,no,no,0,193.8,90,32.95,108,8.5,3,2.3,1,no
WA,48,510,328-1373,no,no,0,149.2,146,25.36,109,8.3,2,2.24,3,no
DE,79,415,391-8124,no,yes,34,103.7,100,17.63,102,14.8,4,4,2,no
MN,98,415,384-7459,no,no,0,72.8,107,12.38,110,10.5,4,2.84,3,no
KY,106,510,379-2523,no,yes,9,88.5,100,15.05,86,8.2,4,2.21,3,no
OR,48,415,405-9217,no,no,0,190.4,92,32.37,113,8.3,4,2.24,2,no
WY,159,415,391-2159,no,no,0,167.4,68,28.46,111,10.3,3,2.78,0,yes
LA,123,510,352-4182,no,yes,32,212.3,77,36.09,85,6.6,2,1.78,3,no
WA,13,510,397-6064,no,yes,25,176.6,65,30.02,128,11.3,5,3.05,2,no
ID,103,415,346-5992,no,no,0,174.7,151,29.7,109,15.8,3,4.27,6,yes
WY,129,510,379-3132,no,no,0,143.7,114,24.43,86,11.4,8,3.08,4,no
MI,105,510,367-1062,no,no,0,140.6,109,23.9,83,6.8,3,1.84,2,no
NM,56,408,332-5964,no,no,0,146.1,57,24.84,110,9.2,3,2.48,0,no
MI,119,510,335-7324,yes,yes,22,172.1,119,29.26,94,13.9,20,3.75,1,yes
LA,172,408,383-1121,no,no,0,212,121,36.04,78,12.6,10,3.4,3,no
NV,137,415,338-1027,yes,no,0,135.1,95,22.97,81,12.3,2,3.32,2,yes
ND,160,510,395-2626,no,no,0,121.8,97,20.71,92,10.3,5,2.78,1,no
KY,98,415,333-3010,no,yes,36,168,81,28.56,120,8,2,2.16,6,yes
NV,160,415,333-3531,no,no,0,176.2,90,29.95,95,9.2,4,2.48,1,no
RI,65,415,385-9744,no,no,0,111,51,18.87,89,4.4,14,1.19,1,no
VA,182,415,391-7982,no,no,0,176.1,90,29.94,134,9.7,4,2.62,1,no
WI,85,415,360-4320,no,no,0,102,95,17.34,105,10.7,3,2.89,1,no
DE,51,415,420-6465,yes,no,0,153.6,108,26.11,92,14.1,4,3.81,0,yes
NC,124,415,352-6265,no,no,0,188.5,77,32.05,127,6.1,6,1.65,1,no
GA,93,415,371-2155,no,no,0,179.5,121,30.52,125,12,4,3.24,0,no
NV,22,510,393-6475,no,no,0,160.4,108,27.27,115,12.5,4,3.38,1,no
UT,138,510,353-7407,no,no,0,205.9,96,35,63,12.1,8,3.27,0,no
AK,141,408,338-8566,no,no,0,83.2,74,14.14,79,10.7,7,2.89,1,no
KS,93,415,418-3135,no,no,0,266,120,45.22,63,13.1,6,3.54,3,no
LA,114,415,356-8982,no,no,0,169.2,96,28.76,119,4.6,4,1.24,2,no
MI,120,408,409-3786,no,no,0,165,100,28.05,86,8.3,8,2.24,1,no
NE,123,510,419-9104,no,no,0,194,118,32.98,108,12.1,4,3.27,1,no
ID,92,415,417-4063,no,yes,23,167.4,83,28.46,110,11.2,3,3.02,4,no
TX,47,408,392-6841,no,yes,28,112.2,70,19.07,105,10.6,2,2.86,0,no
CO,111,510,377-1479,no,yes,24,205.5,114,34.94,95,14,4,3.78,1,no
MA,136,408,367-8168,yes,no,0,199.6,89,33.93,84,11,4,2.97,3,yes
WI,68,415,403-9733,no,no,0,148.8,70,25.3,103,12.1,3,3.27,3,no
NY,54,415,348-6853,no,no,0,286.6,73,48.72,107,11.5,5,3.11,1,yes
MD,204,510,401-3077,no,no,0,205.2,145,34.88,77,14.1,5,3.81,3,no
ND,104,415,389-7620,no,no,0,118.5,92,20.15,98,12.1,4,3.27,1,no
WA,89,510,346-5287,no,no,0,137.9,96,23.44,125,11,5,2.97,1,no
CO,139,415,368-2845,no,no,0,138.1,103,23.48,63,8.3,2,2.24,1,no
WA,46,510,332-1502,no,no,0,90.4,108,15.37,111,12.7,2,3.43,1,no
KS,120,510,392-5605,no,no,0,158,110,26.86,132,10,5,2.7,1,no
NC,58,510,375-4107,no,no,0,112.2,95,19.07,78,13.9,1,3.75,0,yes
CT,199,415,393-6733,no,yes,34,230.6,121,39.2,94,8,2,2.16,0,no
GA,120,408,409-6753,no,no,0,98.2,99,16.69,96,9.3,4,2.51,2,no
MN,122,415,421-2659,no,no,0,107.9,88,18.34,119,9.5,3,2.57,2,no
GA,107,510,385-2683,no,no,0,194.5,97,33.07,106,12.7,1,3.43,2,no
OK,125,408,355-7251,no,no,0,229.3,103,38.98,95,12,8,3.24,1,no
OR,165,415,343-3356,no,no,0,216.6,126,36.82,123,12.4,8,3.35,0,no
NE,124,510,359-9223,no,no,0,191.3,134,32.52,111,10,3,2.7,1,no
HI,79,415,334-5263,no,no,0,41.9,124,7.12,55,11.4,5,3.08,1,no
ND,98,510,347-9737,no,no,0,187.2,127,31.82,129,5.1,4,1.38,1,no
WY,97,510,346-1629,yes,no,0,236.9,107,40.27,120,7.3,2,1.97,0,yes
LA,154,510,388-8670,no,no,0,166.9,99,28.37,89,7.2,5,1.94,0,no
KS,131,415,401-5012,no,yes,28,249.6,87,42.43,92,7.6,3,2.05,3,no
OH,165,510,378-8567,no,no,0,209.4,67,35.6,88,12.8,1,3.46,0,no
MN,117,408,378-7418,no,yes,21,153.2,112,26.04,85,11.9,7,3.21,1,no
WV,73,415,370-8786,no,no,0,240.3,130,40.85,136,11.9,3,3.21,0,no
CT,74,408,384-3389,no,no,0,157.1,95,26.71,77,7.6,3,2.05,2,no
AZ,59,408,385-9657,no,no,0,150.2,70,25.53,128,12.1,2,3.27,1,no
SC,109,415,360-1745,no,no,0,222.5,74,37.83,94,9,3,2.43,2,no
TX,70,415,341-8719,no,no,0,232.8,95,39.58,104,12.9,7,3.48,0,yes
CT,115,415,339-1330,no,no,0,245,97,41.65,124,13.7,8,3.7,1,yes
NE,34,415,361-6814,no,no,0,193.7,74,32.93,166,8.8,4,2.38,0,no
CT,146,408,380-3329,no,yes,23,149.6,96,25.43,135,7.4,4,2,2,no
MA,57,510,352-4541,no,no,0,154.2,78,26.21,97,10.1,9,2.73,1,no
CA,103,415,402-6744,no,yes,18,149.9,84,25.48,112,11.5,7,3.11,0,yes
CT,123,415,376-5201,no,no,0,128.7,126,21.88,132,10.8,5,2.92,0,no
NE,82,408,343-2741,no,no,0,185.8,36,31.59,104,5.7,7,1.54,4,no
ID,97,408,328-3266,no,no,0,239.8,125,40.77,81,8.7,5,2.35,2,no
DC,114,415,354-5689,no,no,0,147.1,119,25.01,106,9,3,2.43,5,yes
IN,94,408,402-1251,no,no,0,157.9,105,26.84,84,8,5,2.16,4,yes
MS,124,415,358-1922,no,no,0,251.5,85,42.76,71,11.1,6,3,3,no
